Age,Experience,Family,Education,Personal Loan,Securities Account,CD Account,Online,CreditCard,Income,CCAvg,Mortgage
49,23,2,3,0,1,1,1,0,2000000,1100000,1000000
63,37,2,1,0,0,0,1,0,2750000,1400000,1000000
55,30,4,1,0,0,0,1,1,5583333,1900000,216000000
59,35,1,3,0,0,0,1,0,4500000,2800000,1000000
41,16,2,1,0,0,0,0,1,7749999,1400000,1000000
49,25,4,1,0,0,0,0,0,2083333,1200000,88000000
48,23,1,1,0,0,0,0,0,12000000,1600000,158000000
41,16,1,3,0,0,0,1,0,9250000,2000000,1000000
50,26,4,1,0,0,0,0,1,2916666,1200000,1000000
28,1,1,2,0,1,0,1,0,4333333,2999999,1000000
36,11,3,1,1,0,0,0,0,16083333,2400000,1000000
38,14,2,1,0,0,0,0,0,10333333,3200000,395000000
34,9,2,1,0,0,0,1,0,12500000,8800000,228000000
41,17,3,2,1,1,1,1,0,8833333,4800000,328000000
43,19,1,1,0,0,0,0,0,10416666,2700000,1000000
30,5,4,2,1,0,0,0,1,10333333,6000000,1000000
37,12,2,1,0,0,0,1,0,16833333,4000000,476000000
62,37,1,3,0,0,0,1,0,4166666,2100000,1000000
40,16,1,3,0,0,0,1,0,3666666,2400000,159000000
35,10,3,2,0,0,0,0,1,9666666,1600000,1000000
64,40,1,2,0,0,0,1,0,4583333,2900000,1000000
49,24,3,2,0,1,0,1,0,4750000,2700000,1000000
24,1,2,2,0,0,0,0,0,3916666,2700000,1000000
36,10,4,2,0,0,0,1,1,4500000,2200000,1000000
29,4,1,2,0,0,0,1,1,5833333,1800000,1000000
29,3,4,1,1,0,0,1,0,9583333,4400000,1000000
28,3,1,2,1,1,1,1,0,6916666,4300000,149999999
33,7,1,2,0,0,0,1,0,2166666,1400000,98999999
36,11,3,3,0,1,0,0,1,9166666,2200000,1000000
42,17,1,2,0,0,0,0,1,8500000,1100000,1000000
25,0,4,1,0,1,0,0,0,6416666,1200000,1000000
28,2,4,1,0,0,0,1,1,2583333,1400000,1000000
50,25,3,2,0,0,0,1,1,3916666,2700000,1000000
34,9,4,1,0,0,0,1,0,6916666,2300000,1000000
43,19,3,1,0,0,0,0,0,3583333,1500000,1000000
62,38,4,2,0,0,0,1,0,4583333,2200000,1000000
61,36,1,2,0,1,0,0,0,2999999,2500000,88000000
45,19,2,3,0,1,0,0,1,5833333,1400000,1000000
42,17,2,1,0,0,0,1,0,10583333,1400000,1000000
39,15,2,1,0,1,0,0,0,15000000,9000000,152999999
29,5,1,1,0,0,0,1,1,11666666,2500000,1000000
45,20,1,1,0,0,0,0,1,12500000,7999999,1000000
58,32,3,2,0,0,0,1,1,7749999,2700000,1000000
29,3,4,3,0,0,0,1,0,4416666,2300000,1000000
32,7,2,2,1,0,0,1,0,11250000,3899999,1000000
37,13,2,1,0,0,0,1,0,6916666,3700000,95000000
48,23,1,3,0,0,0,0,1,1666666,1400000,1000000
40,14,2,1,0,0,0,1,0,4500000,1700000,101999999
29,4,2,1,0,0,0,1,0,6166666,3500000,185000000
36,12,4,1,0,1,0,1,0,2833333,2000000,92000000
35,8,4,2,0,0,0,1,0,4166666,2000000,1000000
35,11,4,2,0,0,0,0,0,2999999,1400000,1000000
62,37,3,1,0,0,0,1,0,5166666,3400000,1000000
26,1,4,2,1,0,0,1,0,16833333,2300000,198000000
32,7,2,1,0,0,0,1,0,8833333,4099999,1000000
63,37,4,3,1,0,0,0,0,14750000,6100000,1000000
38,12,4,2,0,0,0,0,1,4583333,2200000,1000000
50,26,1,2,0,0,0,0,1,4999999,2600000,1000000
46,21,3,2,0,0,0,0,1,5333333,3700000,229000000
50,24,4,1,0,0,0,1,0,7999999,5900000,1000000
61,36,1,1,0,0,0,1,0,11916666,1900000,1000000
34,8,4,1,0,0,0,0,0,4666666,1200000,1000000
27,2,4,1,0,0,0,0,0,7499999,1200000,88000000
61,36,4,2,0,0,0,0,0,2250000,1400000,1000000
45,20,4,3,0,0,0,1,1,4166666,2900000,144999999
50,25,1,3,0,1,0,1,0,7999999,2300000,1000000
44,20,1,1,0,0,0,1,0,11166666,1300000,1000000
62,36,2,1,0,0,0,0,0,9166666,3800000,1000000
45,18,3,2,0,0,0,0,0,7666666,3670000,1000000
41,17,2,1,0,0,0,1,0,14750000,9000000,1000000
30,5,2,1,0,0,0,0,1,11083333,4300000,1000000
61,37,3,2,0,0,0,0,0,2666666,1400000,95000000
45,19,1,1,0,0,0,0,0,1916666,1200000,92000000
59,35,1,3,0,0,0,1,0,4750000,2800000,1000000
30,6,2,2,1,0,0,0,0,10833333,3800000,1000000
60,36,2,1,0,0,0,1,1,2166666,1300000,110000000
39,13,3,2,0,0,0,0,0,3500000,1200000,1000000
56,30,1,1,0,0,0,0,0,4750000,1200000,98999999
56,32,3,1,0,0,0,1,0,7666666,3670000,1000000
27,1,4,2,0,0,0,1,1,3083333,1300000,1000000
66,41,1,1,0,1,1,1,1,13000000,3500000,1000000
43,19,4,3,0,0,0,1,0,7999999,1200000,298000000
53,29,2,1,0,0,0,1,0,2833333,1400000,1000000
44,18,3,1,0,0,0,1,1,3750000,2500000,1000000
54,28,4,3,0,0,0,0,0,6000000,3600000,1000000
31,6,4,2,0,0,0,1,0,7749999,3200000,117000000
38,13,1,3,1,0,1,1,1,15083333,7800000,1000000
28,2,2,3,0,0,0,1,0,6250000,2600000,1000000
51,26,2,3,0,0,0,1,1,2000000,1700000,110000000
52,27,4,1,0,0,0,0,0,2250000,1800000,101999999
64,38,1,3,0,1,1,1,1,4250000,1500000,1000000
29,4,4,2,0,0,0,1,0,4666666,2999999,1000000
34,10,1,1,0,0,0,1,0,10166666,4999999,1000000
33,8,3,2,1,0,0,0,1,11833333,7300000,100000000
46,21,1,3,0,0,0,1,0,4416666,2400000,128999999
48,22,1,3,0,0,0,1,0,5916666,2400000,242000000
52,28,2,1,0,0,0,1,0,4250000,1800000,1000000
44,19,4,2,0,0,0,1,0,3916666,1000000,1000000
51,27,1,2,0,0,0,1,1,7666666,3600000,1000000
47,20,1,2,0,0,0,1,0,7749999,3670000,1000000
39,13,2,3,0,0,0,0,0,3583333,1800000,1000000
42,17,4,3,0,0,0,0,0,8750000,2900000,1000000
57,33,4,1,0,0,0,1,0,4750000,2500000,205000000
36,12,2,3,0,0,0,1,1,4333333,1600000,1000000
27,1,2,3,0,0,0,1,1,7666666,2600000,186000000
31,7,1,3,0,0,0,1,0,2666666,1400000,1000000
63,37,1,3,0,0,0,0,1,4416666,1500000,1000000
34,8,1,1,0,0,0,1,1,3583333,1300000,104999999
52,27,4,2,0,0,0,1,0,3916666,1200000,1000000
57,31,3,3,0,0,0,1,1,4333333,2400000,138000000
63,39,1,3,0,0,0,0,0,7999999,2800000,1000000
26,1,2,3,0,0,0,1,0,5416666,2600000,1000000
35,5,4,3,0,0,0,1,0,8083333,4999999,1000000
58,33,2,1,0,0,0,1,0,12500000,4900000,1000000
32,2,2,3,0,0,0,0,0,6916666,2750000,108999999
64,39,1,3,0,0,0,0,1,10416666,1800000,1000000
50,23,2,2,0,1,0,0,0,2916666,2000000,1000000
34,9,3,1,0,0,0,0,0,6166666,3300000,1000000
36,11,4,3,0,0,0,1,1,2166666,1200000,101000000
43,18,2,3,0,0,0,0,1,6000000,3200000,1000000
28,4,3,1,0,0,0,1,0,8833333,1800000,237000000
64,39,3,2,0,0,0,1,0,7916666,2800000,1000000
60,35,3,3,1,0,1,1,1,11833333,7300000,438000000
62,37,4,1,0,0,0,0,0,6083333,2700000,1000000
27,2,2,1,0,0,0,1,0,8666666,4099999,179000000
42,16,2,3,0,0,0,1,1,2666666,1800000,118000000
45,20,2,1,0,0,0,0,0,17166666,9800000,429000000
36,10,1,1,0,0,0,0,1,7166666,3500000,1000000
48,22,2,3,0,0,0,0,0,7999999,1400000,146000000
65,40,3,2,0,0,0,0,0,9166666,2800000,333999999
39,15,3,1,0,0,0,1,0,5333333,3330000,1000000
51,26,1,2,0,0,0,0,1,5583333,2300000,237000000
30,6,4,1,0,0,0,0,0,6333333,4400000,118000000
65,40,1,1,0,0,0,1,0,11666666,3500000,163000000
38,13,4,2,1,0,0,0,1,10416666,2700000,1000000
29,3,3,2,0,0,0,0,1,5166666,2100000,1000000
42,18,4,2,0,0,0,0,0,5500000,3200000,1000000
63,38,1,1,0,0,0,1,0,11750000,1900000,367000000
46,21,4,1,0,0,0,0,0,7833333,1400000,1000000
62,38,4,2,0,0,0,1,0,9333333,2700000,1000000
58,34,4,1,0,1,0,0,0,4666666,3200000,1000000
56,30,4,2,1,0,1,1,1,14666666,1500000,235000000
56,31,2,1,0,0,0,1,1,7749999,4700000,122000000
34,10,1,1,0,0,0,1,1,6916666,1100000,258000000
42,17,1,3,0,0,0,0,0,3333333,1500000,90999999
30,6,3,1,0,0,0,1,0,7666666,2500000,219999999
61,35,4,2,0,0,0,1,0,8500000,2900000,1000000
38,14,1,2,0,0,0,1,1,7166666,4600000,1000000
50,25,2,3,0,1,0,1,0,2166666,1700000,1000000
61,36,2,2,0,0,0,1,0,2916666,1500000,103999999
41,17,1,1,0,0,0,0,1,13750000,2700000,338000000
42,16,3,3,0,0,0,0,0,4166666,1900000,1000000
29,5,2,2,0,1,0,0,0,10333333,2999999,382999999
51,26,1,1,0,0,0,0,1,13083333,9100000,398000000
32,6,2,2,0,0,0,1,0,3333333,1300000,88999999
34,9,4,3,0,0,0,1,1,3583333,2100000,1000000
26,2,1,1,0,0,0,1,1,17250000,7330000,1000000
54,24,3,3,0,0,0,1,1,5166666,2999999,1000000
38,14,4,3,0,0,0,0,0,6916666,2999999,1000000
62,36,3,3,0,0,0,0,0,2750000,1300000,1000000
37,11,2,3,0,0,0,0,0,3916666,1800000,126000000
46,21,1,1,0,0,0,1,1,4500000,3400000,1000000
52,27,4,3,0,0,0,1,0,7499999,4600000,142000000
32,6,4,2,0,0,0,0,0,7083333,3200000,1000000
49,25,2,3,0,0,0,0,0,5416666,2000000,181999999
28,3,2,3,0,0,0,0,0,5250000,2600000,124000000
55,30,2,3,0,0,0,1,0,4333333,3300000,1000000
52,26,1,1,0,0,0,0,0,15833333,2000000,1000000
32,6,2,1,0,0,0,0,1,3916666,1300000,1000000
31,7,1,2,1,0,0,1,0,17000000,1000000,1000000
27,3,1,1,0,0,0,0,0,11250000,6400000,1000000
32,5,2,2,0,1,1,1,1,4999999,2670000,1000000
52,26,3,2,0,0,0,0,0,4750000,1600000,1000000
52,28,1,1,0,0,0,1,0,2250000,1200000,1000000
50,24,1,1,0,0,0,1,0,7583333,1300000,121000000
32,5,4,2,0,1,0,1,0,6250000,2999999,1000000
61,35,2,3,0,0,0,1,0,3500000,1200000,1000000
60,36,4,1,1,0,0,0,1,13083333,7900000,381000000
28,4,3,2,0,0,0,0,0,3666666,2000000,1000000
34,9,2,1,0,0,0,1,1,6333333,1100000,225000000
31,7,1,1,0,0,0,1,0,7999999,1100000,1000000
31,5,1,2,0,0,0,1,0,2750000,1400000,1000000
62,38,4,2,0,0,0,1,0,9250000,2700000,1000000
47,22,2,1,0,0,0,1,0,3916666,2300000,1000000
50,24,1,1,0,0,0,1,1,15999999,2700000,1000000
36,12,1,1,0,0,0,1,0,4500000,2330000,1000000
26,0,4,2,1,0,0,0,0,15916666,3100000,1000000
51,27,4,3,0,0,0,0,0,4500000,1100000,1000000
52,25,2,2,1,0,0,1,0,15999999,10000000,298000000
35,11,4,1,0,0,0,0,0,7833333,4400000,1000000
42,16,2,1,0,0,0,0,0,5583333,1700000,149999999
36,12,2,1,0,0,0,1,0,7583333,3200000,1000000
41,17,2,3,0,0,0,0,1,4999999,1600000,216000000
49,25,1,1,0,1,0,1,0,8750000,3700000,1000000
57,32,2,3,0,0,0,0,0,2916666,1200000,1000000
44,20,3,1,0,0,0,0,0,5166666,3330000,201000000
60,34,2,1,0,0,0,1,0,8083333,2999999,1000000
38,14,1,2,0,0,0,1,0,3916666,2500000,98000000
26,2,3,2,1,0,0,1,0,15249999,6999999,1000000
29,2,4,2,0,0,0,0,1,3416666,2500000,1000000
59,35,1,3,0,0,0,1,1,7999999,2800000,1000000
51,27,4,2,0,0,0,1,0,2666666,1500000,1000000
50,25,1,3,0,0,0,1,1,2166666,1400000,1000000
35,10,1,1,0,0,0,0,0,15916666,9600000,358000000
61,37,1,1,0,0,0,1,0,4999999,1800000,159000000
42,16,1,1,0,0,0,1,0,7166666,3800000,1000000
55,29,1,1,0,0,0,0,0,5416666,2400000,1000000
50,25,1,2,0,0,0,1,1,7916666,3800000,1000000
64,40,2,1,0,0,0,0,0,15249999,3100000,434000000
54,28,4,1,0,0,0,1,0,8083333,5900000,1000000
50,26,4,2,0,0,0,1,0,4166666,1900000,1000000
31,5,3,1,0,0,0,1,1,8083333,2600000,158000000
32,8,1,1,0,0,0,0,0,7583333,1100000,1000000
44,19,4,1,0,0,0,0,0,6749999,1400000,1000000
60,35,3,3,0,0,0,1,1,4583333,1900000,1000000
60,34,2,1,0,0,0,1,0,3750000,1300000,101999999
62,38,3,3,0,0,0,0,1,4500000,1100000,149999999
46,21,4,3,0,0,0,1,0,4333333,2900000,122999999
57,33,1,3,0,0,0,0,0,4583333,2800000,1000000
30,5,4,3,0,0,0,0,0,2666666,1500000,118000000
58,32,3,1,0,0,0,1,0,6416666,3500000,223000000
39,13,3,1,1,0,0,1,0,12583333,4400000,484000000
60,35,3,3,1,0,0,1,0,12250000,1300000,1000000
59,34,3,3,0,0,0,1,0,7999999,2600000,1000000
50,26,1,3,1,0,0,0,1,15916666,3899999,1000000
63,39,4,2,0,0,0,0,0,4750000,2300000,87000000
27,3,2,1,0,0,0,1,0,10083333,3500000,1000000
54,29,4,3,0,0,0,1,0,3833333,1100000,1000000
62,37,1,1,0,0,0,1,0,14500000,2300000,1000000
60,34,2,1,0,0,0,1,0,9750000,2400000,1000000
38,12,3,2,0,0,0,1,0,2833333,1200000,1000000
34,8,2,1,0,0,0,1,1,7833333,2800000,179000000
65,41,4,2,0,1,0,1,0,9750000,2700000,230999999
55,31,1,3,0,0,0,1,0,6166666,2800000,1000000
57,31,2,1,0,0,0,0,1,7833333,2999999,83999999
27,3,4,1,0,0,0,1,0,6999999,1000000,1000000
35,10,4,1,0,0,0,1,1,4166666,2700000,1000000
52,28,4,1,0,0,0,0,0,3083333,2000000,1000000
45,15,1,3,0,0,0,1,0,2666666,1750000,1000000
29,3,4,2,0,0,0,1,1,7666666,2800000,1000000
44,18,3,1,0,0,0,0,0,7999999,2100000,1000000
47,23,1,1,0,0,0,1,1,3750000,2000000,1000000
62,37,3,3,0,0,0,1,0,5583333,1900000,1000000
52,27,2,2,0,0,0,0,1,3750000,1700000,1000000
47,23,4,3,1,0,0,0,0,16833333,1300000,306000000
42,18,1,3,0,0,0,0,0,4583333,1300000,159000000
65,41,3,3,0,0,0,1,0,4750000,1100000,1000000
42,18,1,1,0,0,0,0,0,12750000,4500000,1000000
40,16,4,1,0,0,0,1,0,6749999,3400000,1000000
32,8,4,2,0,0,0,1,0,7499999,1100000,1000000
40,15,1,3,0,0,0,1,0,7999999,4700000,1000000
55,29,1,2,1,0,0,0,0,15333333,6199999,1000000
32,6,4,1,0,1,0,0,1,5250000,1200000,155000000
58,28,1,3,0,0,0,1,0,7250000,2400000,1000000
46,22,1,2,1,0,1,1,1,16250000,4099999,1000000
53,23,4,3,0,0,0,1,1,2666666,1400000,1000000
63,39,2,3,1,0,0,1,0,9416666,4900000,295000000
40,14,1,3,1,0,0,1,0,11750000,6900000,1000000
41,17,2,1,0,0,0,0,0,6250000,4200000,1000000
60,35,4,1,0,0,0,0,0,4666666,3100000,1000000
65,39,1,3,1,0,1,1,1,16333333,6400000,176999999
59,33,2,1,0,0,0,0,0,9333333,2999999,127999999
48,24,3,1,0,0,0,0,0,2000000,1400000,1000000
59,33,2,3,0,1,0,1,0,6666666,3300000,128999999
33,8,1,1,0,0,0,1,0,4999999,2000000,213000000
40,15,2,1,0,0,0,0,0,7833333,1400000,1000000
42,18,2,1,0,0,0,0,0,5333333,3500000,1000000
65,41,2,2,1,1,1,1,1,13833333,5600000,1000000
30,4,1,1,0,0,0,0,1,4250000,2500000,1000000
30,4,1,1,0,0,1,1,1,4333333,1300000,1000000
42,17,4,3,0,0,0,0,0,5500000,2900000,164999999
32,8,2,2,0,0,1,1,1,3666666,2000000,103999999
55,30,2,3,0,0,0,0,0,6333333,3300000,1000000
29,3,2,1,0,0,0,1,0,8666666,2300000,288000000
64,38,1,3,0,0,0,1,1,4333333,3500000,95000000
37,11,3,3,0,0,0,1,0,6000000,1500000,1000000
31,5,2,1,0,0,0,1,1,8083333,2300000,119999999
25,1,4,1,0,0,0,1,0,2750000,1400000,90999999
31,5,1,3,0,0,0,0,0,3916666,1600000,171999999
32,7,2,1,0,0,0,1,0,5333333,1100000,1000000
58,34,1,1,0,0,0,0,0,11666666,8400000,1000000
26,2,1,1,0,0,0,0,0,17250000,7330000,1000000
51,25,2,2,0,0,0,0,1,6666666,2500000,118000000
65,41,2,1,0,0,0,0,0,5583333,2100000,1000000
43,17,1,1,0,0,0,1,0,5583333,1200000,1000000
46,21,4,1,0,0,0,1,1,7666666,1400000,1000000
28,3,1,1,0,0,0,0,0,11250000,1800000,146999999
63,37,4,2,0,1,0,1,0,8500000,2900000,106999999
59,29,1,3,0,0,0,0,0,6083333,2400000,1000000
42,15,3,2,0,0,0,1,0,4416666,3500000,1000000
58,33,2,3,0,0,0,1,0,4583333,2600000,1000000
39,13,3,1,0,1,0,1,0,6916666,1100000,163000000
36,12,4,1,0,0,0,1,0,3083333,2000000,1000000
60,33,1,2,1,1,1,1,0,13833333,4000000,1000000
47,21,1,1,0,0,0,0,0,12750000,3400000,1000000
29,4,2,3,0,0,0,0,0,2833333,1900000,110999999
52,28,2,1,0,0,0,1,0,13083333,7800000,1000000
41,16,3,3,0,0,0,1,0,5083333,1500000,1000000
63,37,1,1,0,0,0,1,0,10083333,2999999,1000000
59,34,3,1,0,0,0,1,1,7666666,1500000,1000000
44,20,4,2,0,0,0,1,1,7833333,2400000,202000000
54,28,4,1,0,0,0,1,0,5333333,3500000,1000000
29,5,3,1,0,0,0,1,1,8083333,3500000,1000000
51,25,1,1,0,0,0,0,0,13333333,2000000,1000000
63,39,2,1,0,0,0,0,1,14333333,3100000,1000000
36,11,4,1,0,0,0,1,0,4250000,2700000,1000000
42,16,2,3,0,0,0,0,1,3083333,1800000,1000000
51,25,1,3,0,0,0,1,1,3750000,2400000,1000000
47,20,3,2,0,0,0,0,0,4166666,3500000,1000000
40,16,4,3,0,0,0,1,1,8083333,1200000,1000000
54,28,1,1,0,0,0,1,0,4999999,1200000,1000000
47,21,4,3,0,0,0,1,0,2250000,1600000,78000000
35,10,1,1,0,0,0,1,0,8833333,1000000,175000000
28,4,2,1,0,0,0,1,0,11000000,1600000,1000000
45,19,1,3,0,0,0,1,0,6000000,1700000,159999999
33,9,2,1,0,0,0,0,1,13083333,5330000,277999999
62,36,2,3,0,0,0,0,0,3416666,1700000,1000000
45,18,3,2,0,0,0,1,0,7499999,3670000,1000000
59,35,4,2,0,0,0,1,0,5916666,2200000,1000000
58,28,2,3,0,0,0,0,1,7666666,5500000,1000000
52,26,1,1,0,0,0,1,1,15999999,2000000,1000000
34,8,3,2,0,0,0,1,0,1666666,1100000,83999999
65,35,1,3,0,0,0,1,0,2916666,2500000,1000000
48,23,2,3,0,0,0,1,0,7583333,4800000,1000000
44,19,2,3,0,0,0,0,0,7499999,4800000,269000000
61,37,1,2,0,0,0,0,1,6333333,1000000,1000000
40,14,4,3,0,0,0,1,1,6333333,1200000,1000000
65,39,4,1,1,0,0,1,0,14333333,4800000,238000000
28,4,1,3,0,0,0,0,0,4583333,2000000,103000000
67,42,1,3,0,0,0,0,1,3666666,2100000,1000000
35,9,2,1,0,1,0,1,0,15916666,1000000,77000000
60,35,1,1,0,0,0,1,0,1666666,1100000,1000000
58,32,1,1,0,1,0,1,0,6250000,2600000,1000000
55,30,2,3,0,1,0,1,0,4333333,3300000,1000000
34,9,4,2,0,0,0,1,0,9250000,3200000,156000000
35,9,2,2,1,0,0,0,0,12750000,5500000,1000000
28,4,1,1,0,0,0,1,1,14250000,2500000,1000000
38,12,2,1,0,0,0,1,0,4250000,1300000,175000000
62,38,4,2,0,0,0,0,0,9250000,2700000,1000000
30,4,4,2,0,0,0,1,1,2500000,1300000,1000000
38,12,2,1,0,0,0,1,1,4166666,1300000,1000000
33,8,1,1,0,0,0,1,0,12083333,1000000,1000000
58,34,2,1,0,0,0,1,1,7999999,3800000,1000000
59,35,1,2,0,0,0,1,1,6000000,1000000,1000000
52,28,3,3,1,0,0,1,0,15833333,6400000,147999999
36,12,1,3,0,0,0,0,1,2500000,1500000,1000000
45,21,1,3,0,0,0,1,0,7083333,1800000,1000000
49,23,1,1,0,0,0,0,0,11416666,8300000,1000000
52,26,1,2,1,0,1,1,1,8583333,5300000,1000000
54,28,2,1,0,0,0,1,0,7166666,2100000,1000000
30,4,2,2,0,1,0,0,1,3916666,1300000,1000000
65,39,1,1,0,0,0,1,1,10416666,2999999,1000000
34,8,4,2,0,0,0,0,0,5333333,3200000,1000000
30,6,2,2,1,0,0,1,0,16916666,5399999,1000000
51,25,1,3,0,0,0,0,1,2500000,1300000,94000000
52,27,2,1,0,0,0,1,1,3083333,1000000,1000000
43,18,4,3,0,0,0,0,0,5166666,2900000,1000000
35,10,4,3,0,0,0,1,1,7250000,1700000,1000000
56,26,2,3,0,1,0,0,1,8666666,5500000,1000000
57,32,2,2,0,0,0,1,0,3750000,2999999,1000000
58,32,3,3,0,0,0,0,0,6416666,3200000,1000000
53,28,3,1,0,0,0,0,0,4666666,2700000,1000000
45,21,2,1,0,0,0,0,0,16250000,2400000,355000000
44,20,2,1,0,0,0,1,1,15583333,2400000,1000000
54,28,4,3,0,0,0,1,1,3333333,2500000,1000000
41,17,4,2,0,0,0,0,0,5083333,3200000,1000000
52,26,4,1,0,0,0,1,0,4750000,2800000,1000000
43,17,4,3,1,0,0,1,0,6333333,4000000,221999999
63,38,3,3,0,0,0,1,0,2833333,1100000,90999999
54,30,1,1,0,0,0,1,1,11000000,8400000,119999999
33,8,2,1,0,0,0,1,0,15583333,7700000,103000000
25,1,4,3,0,0,0,0,1,9416666,3300000,257000000
41,16,1,3,0,0,0,1,0,9666666,2000000,1000000
40,16,4,3,1,0,1,1,1,13916666,1100000,1000000
43,18,1,1,0,0,0,0,0,5833333,3400000,1000000
36,10,4,2,0,0,0,1,0,7666666,3200000,1000000
57,33,1,3,0,0,0,0,0,4750000,2800000,196000000
34,9,1,1,0,1,0,1,0,12166666,5600000,164999999
38,14,4,3,0,1,0,0,0,5833333,2999999,154000000
47,21,1,1,0,0,0,1,1,2666666,1200000,1000000
39,13,4,3,0,0,0,1,0,3083333,2500000,1000000
45,20,1,1,0,0,0,1,1,5583333,1300000,1000000
62,37,1,1,0,0,0,0,0,13916666,2300000,1000000
59,34,1,1,0,0,0,1,1,3500000,2300000,1000000
61,37,4,1,0,0,0,1,1,4250000,1400000,1000000
36,12,4,3,0,0,0,1,0,7083333,2999999,189000000
58,34,4,1,0,0,0,1,0,4416666,2300000,1000000
55,30,4,3,0,0,0,1,0,3833333,1100000,158000000
29,5,3,3,0,0,0,0,0,2750000,1900000,119999999
34,8,4,1,0,1,1,1,1,1916666,1300000,1000000
61,35,2,1,0,0,0,0,0,13833333,7900000,1000000
50,20,4,3,0,0,0,0,0,2583333,1400000,1000000
52,26,2,2,0,0,0,1,0,9416666,3400000,1000000
39,15,1,1,0,0,0,1,1,2999999,2000000,117000000
55,29,2,1,0,1,0,0,0,11916666,3700000,1000000
33,9,1,1,0,0,0,1,0,9750000,4999999,1000000
47,21,1,2,0,0,0,0,0,5333333,2200000,195000000
57,32,4,2,0,1,0,0,0,2750000,1900000,114000000
57,31,3,1,0,0,0,1,0,4750000,2400000,198999999
40,14,1,1,0,0,0,1,0,4250000,2999999,1000000
50,25,2,1,0,0,0,0,1,17000000,3800000,239000000
29,5,1,1,0,0,0,0,0,17250000,5300000,1000000
46,22,3,1,0,0,0,0,0,7916666,1700000,1000000
42,15,3,2,0,1,0,1,0,3833333,2000000,1000000
59,33,4,2,0,0,0,1,0,5083333,2700000,104999999
31,1,4,3,0,0,0,0,0,6000000,4999999,245000000
51,25,4,1,0,0,0,0,0,4416666,2800000,1000000
35,10,3,1,0,0,0,0,0,6999999,3300000,285999999
59,35,4,2,1,0,0,1,0,9500000,4000000,115999999
35,10,3,1,0,0,0,0,0,3583333,2300000,1000000
46,20,1,2,0,0,0,1,0,7083333,2500000,128999999
34,9,1,1,0,0,0,1,0,8416666,1000000,1000000
55,29,4,3,0,1,0,0,1,2583333,1700000,122000000
64,40,4,2,0,0,0,1,0,6250000,2200000,1000000
34,9,3,3,0,0,0,1,0,9666666,2200000,1000000
61,35,1,2,0,0,0,1,0,4333333,1800000,128999999
63,39,2,3,0,0,0,1,0,8666666,1000000,1000000
59,33,2,2,0,0,0,0,0,6999999,1700000,227000000
51,27,3,2,0,0,0,0,0,4666666,2900000,142000000
41,16,4,1,1,0,0,0,1,10500000,4500000,1000000
37,13,4,1,0,0,0,0,0,7083333,3400000,1000000
64,40,4,2,0,1,0,0,1,6250000,2200000,1000000
44,20,1,3,0,0,1,1,1,6749999,1800000,185000000
62,37,3,1,0,0,0,1,0,4500000,2500000,1000000
50,26,1,1,0,0,0,1,0,8333333,3700000,1000000
43,18,2,1,0,0,0,1,0,9166666,1400000,1000000
34,8,1,1,1,0,0,1,0,6416666,4000000,228000000
38,13,2,2,0,1,0,1,0,2000000,1300000,104999999
29,5,4,1,1,0,0,0,1,11166666,4000000,1000000
39,14,2,3,0,0,0,0,0,2000000,1000000,1000000
53,29,2,1,0,0,0,0,1,2999999,1200000,1000000
43,19,4,1,1,0,1,1,1,15166666,5250000,318999999
61,36,4,2,1,0,1,1,1,16333333,3300000,343000000
46,20,4,3,0,0,0,0,0,3083333,1600000,126000000
57,31,2,1,0,0,0,0,0,11916666,3700000,1000000
59,33,2,3,0,0,0,0,1,5166666,3300000,1000000
52,28,2,1,0,1,0,1,0,2750000,1400000,1000000
29,3,3,2,0,0,0,1,0,5583333,2100000,1000000
57,32,1,2,1,0,0,1,0,11333333,1200000,1000000
49,23,4,1,0,0,0,0,0,5833333,3600000,189000000
39,13,2,1,0,0,0,1,0,6999999,3800000,1000000
56,31,1,3,1,0,1,1,0,17000000,7999999,1000000
63,38,3,2,0,0,0,1,0,7916666,2800000,1000000
37,12,1,1,0,1,0,1,0,8750000,3800000,1000000
56,26,3,3,0,1,0,1,0,4166666,2000000,110999999
45,20,4,3,0,1,0,0,0,5583333,2900000,164999999
66,41,3,3,0,1,0,0,1,1916666,1100000,1000000
40,15,2,1,0,1,0,0,0,8083333,1400000,1000000
50,24,1,1,0,0,0,1,0,11333333,5900000,267000000
60,36,2,1,0,0,0,1,0,11750000,6999999,1000000
31,7,1,1,0,0,0,0,0,15999999,5300000,1000000
40,14,4,2,0,0,0,1,0,7166666,2400000,1000000
36,6,1,3,1,0,0,1,0,12500000,7999999,87000000
55,29,2,3,1,0,0,0,1,10250000,4600000,1000000
54,28,3,1,0,0,0,1,0,7916666,1800000,1000000
35,10,4,1,0,0,0,1,0,3750000,2700000,88000000
55,29,4,3,0,0,0,0,0,2750000,1700000,1000000
36,10,2,1,0,0,0,1,0,3916666,1300000,98999999
66,41,1,3,0,1,1,1,1,9750000,1800000,1000000
38,14,1,2,0,0,0,0,1,9583333,1800000,1000000
58,32,2,3,0,0,0,0,0,7250000,3300000,1000000
41,17,1,1,0,0,0,0,0,3750000,1700000,104999999
60,34,4,2,0,1,0,1,0,5333333,2700000,1000000
47,23,1,2,0,1,1,1,1,8416666,3600000,1000000
